Tenure,MonthlyCharges,ContractType,SupportTickets,Churn
22.57399925344693,94.9776774617478,0,6,1
10.915185672193392,80.40141643319215,0,4,1
16.21496893941177,99.99525390073727,1,5,1
14.650844012244292,90.91430016009451,0,1,1
28.580733460716253,71.3617000203336,1,2,0
15.869900176852731,120.0,0,1,1
24.981885844872828,115.70281656372866,0,4,0
40.101992475719854,64.93109637615919,0,4,0
32.62861544517654,73.22458937663482,2,0,0
15.60785143132366,112.92433334196808,2,0,0
16.535621070113493,120.0,2,2,0
24.553196595572466,120.0,2,1,0
3.3133729298636783,44.51045356810049,1,0,0
11.379145049901872,86.93771439064858,1,1,1
24.929108481237414,116.17374990597666,0,1,1
18.75686603854514,76.01263566080127,0,1,0
39.35136287400342,116.84037712713555,2,3,0
13.815573450156116,75.6778153937527,0,2,1
9.531610137849427,89.25354690160236,0,2,1
11.103824113397975,64.78070706837578,0,2,1
20.140405371971283,64.99893962877466,1,4,0
18.391703138342162,58.944834883738224,1,2,0
42.303596488319386,76.32257408472042,0,2,0
16.008842814744764,56.21811182075844,0,4,1
20.54444563364572,111.7653696423222,0,1,0
28.84181815195119,68.09152102771286,1,1,0
18.92019438657066,83.68671275255971,2,1,0
25.556069842518202,69.55014362907615,1,0,1
23.949066359501767,107.16544812212545,0,2,1
28.372050226472975,80.60752651122813,0,0,0
5.921218296034228,94.31885160728483,1,3,0
28.078494136349022,82.0100468569278,0,0,0
18.6171635535899,110.97658368009762,0,2,1
21.871785853339958,73.48437990479108,2,0,0
16.133418644866016,31.096241161331296,1,1,0
36.59048729791992,85.97665269615179,2,1,0
1.0,82.88978240741292,0,7,1
33.993169863061745,69.7487265359376,0,4,1
13.20992878797808,67.46144794143471,0,1,0
35.28985134595959,75.3444446166158,1,3,0
32.212159632534686,77.99763535940225,0,6,1
30.149885167826984,99.64703073865451,0,1,1
28.28129982349701,69.69730496939046,0,1,1
42.662927082101916,95.92514556688847,0,0,0
14.050443298665712,30.153505452443714,0,2,1
14.187304624715841,82.48726532628201,0,3,1
13.441058538161334,38.20408817281962,0,2,0
29.251488533568732,94.53427975438746,0,5,1
7.008386557491464,120.0,1,4,1
30.111668672107616,47.3054490352225,1,2,0
17.115598172333264,112.27507814033193,0,2,1
9.32286934644694,56.812912937519116,1,1,0
9.223991024436362,74.52935789206612,2,1,0
12.032262369805878,96.65204015203018,0,3,0
5.139574181396133,54.808773498584706,0,0,0
25.141287656735564,77.62792761774323,2,2,1
28.5179086444307,49.04626791162102,0,1,0
29.5867343727343,102.6525312990443,1,5,0
13.735159508730163,67.32559114312275,0,2,0
23.079310128755356,63.25551719843486,1,3,0
20.05205684935553,65.33475549251598,1,1,0
26.915319076425245,52.61062532122926,0,2,0
24.44862159077312,70.34707648100043,0,1,0
20.902795324910446,24.94085763015237,0,0,0
1.4165710065988946,120.0,0,0,1
18.334199560811683,93.29959059620734,0,0,1
21.108764801374548,75.95903859383823,0,0,1
13.052273559890066,35.15370187245574,0,3,1
17.30824434061019,88.96453178120944,0,1,0
7.007748499892193,83.24974258720337,0,1,0
16.788945528974107,50.162775735868046,0,3,1
25.058687421604645,75.98311411745468,0,5,1
40.89059571203964,68.61543226471062,1,0,0
9.872907451997222,20.0,0,3,1
19.76025929730349,79.02010137155074,0,3,0
10.385309499614596,93.9229738866813,0,2,1
19.07433811033408,45.37946090876947,1,3,0
17.76267918866806,64.77915297080996,0,1,0
28.32892162099332,76.47350397967062,0,2,0
29.741195783904065,54.86805610790927,1,3,0
21.628181576981003,79.75674919623755,0,1,0
18.855079798956645,95.52368433538832,0,0,0
31.864684326166454,74.3386980557294,0,1,0
21.797916508631786,70.44930825456984,0,1,1
35.16441617633485,51.27002906218913,0,1,0
3.6596798037188183,67.30977477949077,0,3,1
37.819709009957656,58.70042349152971,2,0,0
13.822722991128122,120.0,1,2,1
9.136007071412433,89.36807374430148,1,4,1
19.552466719952886,112.31320916145002,0,3,1
8.362975802517436,110.48017733148583,0,2,1
25.68939495004219,43.6639886498466,0,1,0
15.373561444595737,119.92182847046578,1,3,1
22.873551048325275,72.71826436783165,0,0,0
10.226612891617126,88.25318440006757,0,4,1
17.775637415640663,59.55797074647662,0,2,1
20.969317678801957,73.72419446533988,0,3,0
18.116156511195204,44.464816164433735,0,3,1
35.916021583729446,98.15838725117048,0,3,1
25.858108272747817,74.13347483296795,0,1,0
22.036753920150414,81.57947288594056,0,3,1
1.4347929960142558,57.69320158796378,0,4,1
23.781894561704643,74.90387936854731,0,0,0
32.361403151716694,71.99428628379486,0,1,1
13.100281964649701,65.69148273589822,1,2,0
18.016453077882534,41.99763412686731,0,1,1
1.0,77.12616825942419,0,4,1
7.543737765882637,104.03605874256577,0,7,1
1.0,64.68932461609862,0,2,1
21.04121646292625,120.0,1,0,1
18.497665059286692,80.02872234299512,1,5,0
18.941834968892877,99.7160189302975,0,2,1
15.63045861024136,89.38345005509709,0,1,1
30.19136316265232,58.99559763996446,0,4,0
7.671967736690277,85.64458068112799,1,4,1
19.25875461700556,65.44775616408279,0,2,0
25.963891827515408,82.127544636469,0,1,1
18.2060743786873,93.76674288146569,0,0,0
19.092049322256468,56.66604939059966,0,2,0
11.749203710843565,104.63221511050322,0,0,1
16.650305389043154,65.23822629355152,0,3,1
27.18350807509532,50.76628343624853,0,1,0
